發料單號,Name,色系名稱,色系編號,成品布號,OP否,DPF,機器規格,染缸容量KG,主泵轉數,帶布輪轉速,噴嘴大小,循環時間,總圈數,浴比,色號,是否有追加,標準樣L,L,CIE_DL,CMC_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,CMC_DC,標準樣h,h,CMC_Dh,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6,配方料號7,配方濃度7
F9302-25123011,F9302-25123011,GY,2,SCK-2285,N,0.69444,Conveyor-1,300,85,270,140,424.00,36.40,5.08,A1605-24060091-1A,N,30.76,30.19,-0.57,,0.83,0.70,-0.13,-1.28,-1.43,-0.14,,1.59,,,296.13,,0.44,1724,0.6696,1578,0.5243,1430,0.1221,無,0,無,0,無,0,無,0
F9302-25123021,F9302-25123021,BK,7,SCK-3828,N,1.04167,Conveyor-1,300,80,270,140,485.00,46.54,4.41,A1605-25060044-1B,N,12.13,11.62,-0.51,,0.49,0.70,0.21,-3.29,-2.97,0.32,,3.05,,,283.28,,0.70,1862,3.15,1430,0.319,1724,0.14,無,0,無,0,無,0,無,0
F9302-25123054,F9302-25123054,BL,4,SW-80661C0,Y,1.04167,Rapido-2,400,1350,1050,35*30,52.00,502.33,5.95,A1605-25060006-1B,N,29.00,28.82,-0.18,,-2.32,-2.24,0.08,-14.48,-14.82,-0.34,,14.99,,,261.39,,0.29,1578,1.02,1722,0.13515,1191,0.0412,1391,0.03741,無,0,無,0,無,0
F9302-25123056,F9302-25123056,GY,2,SCK-2285,N,0.69444,Conveyor-1,300,85,270,140,425.00,37.98,5.08,A1605-24060091-1A,N,30.76,30.45,-0.31,,0.83,0.72,-0.11,-1.28,-1.38,-0.10,,1.56,,,297.62,,0.28,1724,0.6696,1578,0.5243,1430,0.1221,無,0,無,0,無,0,無,0
F9302-25123057,F9302-25123057,GY,2,SK-1085,N,0.52083,Rapido-1,600,1100,600,45*40,139.00,187.41,3.92,A1605-25050130-8E,N,70.92,69.50,-1.42,,2.91,3.00,0.09,8.07,8.06,-0.01,,8.60,,,69.58,,0.57,1111,0.107,1310,0.1008,1510,0.0495,無,0,無,0,無,0,無,0
F9302-25123070,F9302-25123070,KH,2,SW-80425C0,Y,1.04167,Rapido-2,400,1400,1000,45*30,55.50,532.65,6.15,A1605-24080102-1B,N,27.97,28.67,0.70,,1.58,1.86,0.28,4.57,4.75,0.18,,5.10,,,68.60,,0.61,1593,0.8928,1391,0.4142,1191,0.404,1722,0.3531,無,0,無,0,無,0
F9302-25123084,F9302-25123084,OL,2,SCK-3883,Y,1.04167,Rapido-2,50,1250,1000,35*40(2025/11/26),7.00,2541.86,7.50,A1605-22050040-2B,N,45.68,45.16,-0.53,,-10.44,-10.47,-0.04,0.53,1.56,1.02,,10.59,,,171.55,,1.11,1593,0.47,1191,0.15,1201,0.06324,1430,0.004,無,0,無,0,無,0
F9302-25123100,F9302-25123100,OL,5,SCK-3828,N,1.04167,Conveyor-1,300,80,270,140,423.00,46.76,5.26,A1605-25070130-1D,N,25.28,24.96,-0.32,,-0.79,-0.89,-0.10,6.55,6.57,0.01,,6.63,,,97.72,,0.26,1576,0.85,1722,0.37,1142,0.265,1391,0.076,無,0,無,0,無,0
F9302-25123110,F9302-25123110,BL,3,SK-1085,N,0.52083,Rapido-1,600,1100,600,40*30,170.50,330.56,3.09,A1605-25030054-7B,Y,30.17,31.73,1.56,,-4.58,-5.19,-0.61,-5.41,-5.88,-0.46,,7.84,,,228.55,,1.21,1578,0.784,1191,0.241,1391,0.15865,1201,0.133,無,0,無,0,無,0
F9302-25123114,F9302-25123114,GY,1,SCK-3714A,N,0.90278,Rapido-2,600,1250 ,1000,25*30,49.25,895.90,8.57,A1605-25030156-3B,Y,73.40,73.93,0.53,,0.81,0.75,-0.06,-5.68,-4.83,0.84,,4.89,,,278.80,,0.89,1565,0.046,1391,0.032,1191,0.0127,無,0,無,0,無,0,無,0
F9302-25123150,F9302-25123150,BK,6,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*20,164.00,166.27,10.00,A1605-25030186-1A,N,16.32,15.93,-0.40,,0.51,0.54,0.03,-2.83,-2.53,0.30,,2.59,,,282.07,,0.53,1862,2.2,1391,0.6,1578,0.5,1142,0.25,無,0,無,0,無,0
F9302-25123152,F9302-25123152,BK,6,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*20,161.00,154.53,10.00,A1605-25030186-1A,N,16.32,16.24,-0.09,,0.51,0.61,0.10,-2.83,-2.68,0.15,,2.74,,,282.75,,0.25,1862,2.2,1391,0.6,1578,0.5,1142,0.25,無,0,無,0,無,0
F9302-25123159,F9302-25123159,OL,3,SCK-4514,N,0.69444,Rapido-2,100,1250,1000,35*30,9.00,2437.89,10.00,A1605-25090049-1A,N,58.94,59.80,0.86,,-5.51,-5.19,0.32,23.27,22.44,-0.84,,23.03,,,103.02,,0.62,1142,0.19,1565,0.11349,1391,0.08,無,0,無,0,無,0,無,0
F9302-25123174,F9302-25123174,BK,6,SK-1288,N,2.08333,Rapido-2,800,1250,1000,35*40,52.00,549.65,5.61,A1605-25070127-1A,N,18.23,18.06,-0.17,,-0.35,-0.31,0.03,-2.15,-2.16,-0.01,,2.18,,,261.72,,0.15,1862,1.848,1391,0.46,1578,0.4,1191,0.28,無,0,無,0,無,0
F9302-25123175,F9302-25123175,PI,1,SCK-3883,Y,1.04167,Rapido-2,100,1250,1000,35*40(2025/11/26),8.50,2523.65,10.53,A1605-25090126-3D,N,91.89,91.09,-0.80,,5.44,6.50,1.07,-2.76,-3.27,-0.52,,7.28,,,333.27,,1.22,1033,0.0045,1690,0.000024,無,0,無,0,無,0,無,0,無,0
F9302-25123192,F9302-25123192,NB,7,SW-80105C6,N,0.69444,Rapido-2,800,1250,1000,25*30,100.25,241.67,9.09,A1605-25030181-1B,N,21.19,21.07,-0.12,,0.46,0.37,-0.09,-9.11,-9.36,-0.25,,9.37,,,272.27,,0.27,1593,1.5444,1578,1.457,1391,0.98,1142,0.35855,無,0,無,0,無,0
F9302-25123211,F9302-25123211,BL,4,SCK-3724,Y,0.69444,Rapido-2,50,1200,1000,30*30,9.00,2041.22,7.89,A1605-25100069-1A,N,36.79,36.37,-0.41,,0.73,1.03,0.30,-15.37,-15.57,-0.20,,15.60,,,273.78,,0.43,1576,1.178,1391,0.19,1722,0.06175,1191,0.04408,無,0,無,0,無,0
F9302-25123234,F9302-25123234,GR,3,SCK-4160,N,1.04167,Rapido-2,200,1250,1000,35*30,47.00,330.36,7.50,A1605-24110022-1B,N,35.34,35.02,-0.32,,-1.10,-1.01,0.09,8.87,8.72,-0.15,,8.78,,,96.62,,0.24,1724,0.81,1576,0.625,1191,0.09,無,0,無,0,無,0,無,0
F9302-25123240,F9302-25123240,GY,2,SCK-2285,N,0.69444,Conveyor-1,300,85,270,140,427.00,39.97,7.30,A1605-24060091-1A,N,30.76,30.20,-0.56,,0.83,0.80,-0.03,-1.28,-1.19,0.09,,1.44,,,303.95,,0.36,1724,0.6696,1578,0.5243,1430,0.1221,無,0,無,0,無,0,無,0
F9302-25123247,F9302-25123247,GY,4,SCK-4514,N,0.69444,Rapido-2,100,1250,1000,35*40,9.50,2984.42,10.00,A1605-25090074-2A,N,30.78,29.81,-0.97,,0.46,1.29,0.83,-1.36,-1.42,-0.06,,1.92,,,312.21,,1.30,1862,0.9,1391,0.4,1191,0.165,1588,0.085,無,0,無,0,無,0
F9302-25123248,F9302-25123248,GY,1,SCK-4514,N,0.69444,Rapido-2,100,1250,1000,35*40,12.50,1972.08,8.33,A1605-25090100-2A,N,79.46,78.61,-0.85,,-1.35,-1.49,-0.14,-0.07,0.08,0.14,,1.49,,,177.06,,0.42,1510,0.025,1310,0.0245,1111,0.0225,無,0,無,0,無,0,無,0
F9302-25123251,F9302-25123251,KH,2,SCK-4514,N,0.69444,Rapido-2,100,1250,1000,35*40,14.50,1493.38,8.33,A1605-25090100-3A,N,70.01,69.49,-0.52,,2.31,1.91,-0.41,10.19,10.58,0.39,,10.75,,,79.79,,0.78,1111,0.135,1310,0.1,1510,0.0495,無,0,無,0,無,0,無,0
F9302-25123259,F9302-25123259,BL,4,SW-80180C0,N,1.04167,Rapido-2,400,1350,1200,30*30,54.00,386.57,9.30,A1605-25030194-6D,N,50.64,50.17,-0.47,,-5.35,-5.34,0.01,-44.63,-44.21,0.41,,44.53,,,263.12,,0.27,1584,1.455,1640,0.02185,1191,0.00095,無,0,無,0,無,0,無,0
F9302-25123267,F9302-25123267,BK,7,SCK-3828,N,1.04167,Conveyor-1,300,80,270,140,501.00,45.76,4.48,A1605-25060044-1B,N,12.13,11.70,-0.43,,0.49,0.65,0.16,-3.29,-2.96,0.34,,3.03,,,282.48,,0.63,1862,3.15,1430,0.319,1724,0.14,無,0,無,0,無,0,無,0
F9302-25123272,F9302-25123272,BK,6,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*20,130.00,171.98,13.33,A1605-25030186-1A,N,16.32,15.89,-0.43,,0.51,0.42,-0.09,-2.83,-2.51,0.32,,2.55,,,279.46,,0.58,1862,2.2,1391,0.6,1578,0.5,1142,0.25,無,0,無,0,無,0
F9302-25123311,F9302-25123311,OR,3,SCW-136WP4,Y,0.69444,Rapido-2,100,1200,900,25X3,16.00,937.56,10.53,A1605-25100103-1A,N,68.25,71.72,3.47,,35.30,34.44,-0.86,59.71,60.13,0.43,,69.30,,,60.20,,1.60,1201,0.561,1722,0.056,1580,0.0017,無,0,無,0,無,0,無,0
F9302-25123321,F9302-25123321,BR,3,SCK-4186,N,1.04167,Rapido-2,50,1200,900,30*30,11.50,1857.83,8.33,A1605-25110057-1A,N,41.63,41.07,-0.57,,1.73,1.69,-0.04,5.70,5.48,-0.22,,5.73,,,72.89,,0.37,1576,0.465,1722,0.175,1191,0.174,1391,0.134,無,0,無,0,無,0
F9302-25123343,F9302-25123343,BK,5,SW-80661C0,Y,1.04167,Rapido-2,400,1350,1050,35*30,51.50,674.64,4.79,A1605-25100126-1D,N,20.56,21.23,0.67,0.54,0.09,0.22,0.13,-2.32,-2.55,-0.23,,2.56,0.30,,274.99,0.15,0.64,1862,2,1863,0.3,1430,0.2,1191,0.115,無,0,無,0,無,0
F9302-25123347,F9302-25123347,GY,2,SCK-4514,N,0.69444,Rapido-2,100,1250,1000,35*40,9.00,2347.22,10.00,A1605-25090100-4B,N,56.52,55.16,-1.36,,-0.93,-0.02,0.92,-1.25,-2.26,-1.01,,2.26,,,269.62,,1.97,1565,0.205,1391,0.086,1191,0.051,1722,0.029,無,0,無,0,無,0
F9302-25123362,F9302-25123362,BK,7,SW-80425C0,Y,1.04167,Rapido-2,800,14002025/12/16),1000,45*30,75.00,551.01,5.01,A1605-24080102-4D,Y,17.56,19.37,1.82,1.65,-0.29,-0.18,0.10,-2.56,-2.49,0.07,,2.50,-0.10,,265.77,0.13,1.66,1862,2.64,1588,0.5,1722,0.252,1430,0.105,無,0,無,0,無,0
F9302-25123363,F9302-25123363,BL,5,SCK-4514,N,0.69444,Rapido-2,100,1250,1000,35*40,9.00,2304.44,10.00,A1605-25090049-2B,N,21.22,19.53,-1.68,,0.76,0.61,-0.16,-11.80,-11.96,-0.16,,11.97,,,272.90,,1.35,1578,1.88,1430,0.54,1191,0.247,1722,0.168,無,0,無,0,無,0
F9302-25123367,F9302-25123367,GY,2,SCK-4482,Y,0.69444,Rapido-2,50,1200,950,30*40,9.50,2266.00,8.33,A1605-24100066-4A,N,40.61,41.15,0.53,,-3.69,-3.63,0.07,-6.84,-7.20,-0.36,,8.07,,,243.26,,0.47,1724,0.5148,1565,0.424,1578,0.3213,1391,0.06552,無,0,無,0,無,0
F9302-25123379,F9302-25123379,NB,2,SCK-4186,N,1.04167,Rapido-2,50,1250,1000,30*30,10.50,2413.90,8.33,A1605-23050057-2C,N,25.81,25.75,-0.06,,-9.88,-9.79,0.09,-12.20,-12.26,-0.06,,15.69,,,231.41,,0.11,1585,1.9,1578,0.75,1567,0.52,1191,0.35,1430,0.29,無,0,無,0
F9302-25123426,F9302-25123426,BK,7,FS-8969C0,N,0.69444,Rapido-2,400,1300,850,25*30,39.50,528.53,12.12,A1605-24100132-6C,N,17.34,17.45,0.11,0.10,0.77,0.74,-0.04,-1.39,-1.50,-0.11,,1.67,0.11,,296.19,-0.12,0.19,1862,4.025,1578,0.875,1863,0.735,1430,0.48,1722,0.4284,1191,0.23,無,0
F9302-25123443,F9302-25123443,NB,7,SW-80105C6,N,0.69444,Rapido-2,800,1250,1000,25*30,68.75,372.41,8.07,A1605-25030181-1B,N,21.19,21.08,-0.11,,0.46,0.44,-0.02,-9.11,-9.27,-0.16,,9.28,,,272.74,,0.17,1593,1.5444,1578,1.457,1391,0.98,1142,0.35855,無,0,無,0,無,0
F9302-25123448,F9302-25123448,GY,2,SCK-3714A,N,0.90278,Rapido-2,600,1250 ,1000,30*30,49.25,448.93,8.63,A1605-21120180-6E,N,44.45,43.78,-0.84,-0.41,0.21,-0.03,-0.23,-1.69,-1.60,0.01,,1.60,-0.03,,269.09,-0.32,0.52,1724,0.3774,1593,0.37,1391,0.0836,無,0,無,0,無,0,無,0
F9302-25123476,F9302-25123476,BK,3,SK-1288,N,2.08333,Rapido-1,600,1250,1000,40*30,76.00,223.46,4.49,A1605-24090006-1G,N,15.83,15.81,-0.02,,0.24,0.13,-0.11,-0.05,-0.24,-0.18,,0.27,,,299.19,,0.33,1862,3.335,1142,0.5405,1430,0.517,無,0,無,0,無,0,無,0
F9302-25123480,F9302-25123480,BK,3,SCK-3922,Y,0.59524,Rapido-2,100,1250,1000,35*40,18.00,1491.56,7.50,A1605-21100133-1A,N,15.26,15.22,-0.04,-0.04,0.48,0.86,0.37,-1.17,-0.96,0.22,,1.28,0.02,,311.91,0.61,0.61,1862,3.33,1722,0.85,1588,0.585,1848,0.555,1430,0.385,無,0,無,0
F9302-25123481,F9302-25123481,WH,1,SCK-4514,N,0.69444,Rapido-2,50,1250,1000,35*40,8.00,2606.25,10.00,A1605-25080218-2A,N,89.50,89.59,0.08,,-0.03,0.19,0.23,6.32,6.04,-0.28,,6.05,,,88.17,,0.41,1111,0.0086,1310,0.0063,1510,0.0028,無,0,無,0,無,0,無,0
F9302-25123492,F9302-25123492,BK,3,SCK-4482,Y,0.69444,Rapido-2,50,1200,950,30*40,10.50,2453.90,11.11,A1605-24100066-5F,N,18.48,18.52,0.04,0.03,0.68,0.81,0.13,-1.28,-1.06,0.22,,1.33,-0.16,,307.37,0.32,0.36,1862,3.5,1863,0.9,1578,0.776,1430,0.6175,1191,0.48,1722,0.4,無,0
F9302-25123512,F9302-25123512,GR,4,SW-80352C01,Y,0.69444,Rapido-2,300,1200,950,25*20(2025/11/27),43.00,447.98,8.00,A1605-25030051-2A,N,34.29,34.51,0.21,,-9.19,-9.26,-0.06,3.83,3.79,-0.04,,10.00,,,157.76,,0.14,1576,0.5525,1565,0.5124,1191,0.3393,1722,0.2074,無,0,無,0,無,0
F9302-25123640,F9302-25123640,YE,3,SCK-4186,N,1.04167,Rapido-2,50,1200,900,30*30,11.00,1601.36,11.11,A1605-25040072-3A,N,82.85,82.68,-0.18,-0.06,-5.33,-5.58,-0.26,66.48,66.84,0.36,,67.07,0.13,,94.77,0.13,0.19,1191,0.39,1201,0.022,1565,0.006,無,0,無,0,無,0,無,0
F9302-25123685,F9302-25123685,PU,3,SCK-3928,N,1.04167,Rapido-2,100,1300,1050,35*30,12.00,1532.67,7.50,A1605-25090179-1D,N,52.08,50.53,-1.55,-0.70,9.39,9.18,-0.21,-18.04,-17.73,0.31,,19.96,-0.22,,297.39,-0.04,0.73,1565,0.17,1391,0.07,1640,0.069,1191,0.028,無,0,無,0,無,0
F9302-25123699,F9302-25123699,BK,5,SW-80661C0,Y,1.04167,Rapido-2,400,1350,1050,35*30,49.00,636.29,5.03,A1605-25100126-1D,N,20.56,20.77,0.21,0.17,0.09,0.17,0.08,-2.32,-2.61,-0.29,,2.62,0.38,,273.77,0.08,0.42,1862,2,1863,0.3,1430,0.2,1191,0.115,無,0,無,0,無,0
F9302-25123702,F9302-25123702,OR,3,SCK-4186,N,1.04167,Rapido-2,50,1200,900,30*30,11.50,1560.43,11.11,A1605-25090161-6B,N,57.15,57.08,-0.07,-0.03,53.65,53.88,0.23,33.49,34.20,0.71,,63.81,0.20,,32.40,0.32,0.38,1350,0.334,1201,0.291,1722,0.102,無,0,無,0,無,0,無,0
F9302-25123717,F9302-25123717,PU,3,SCK-4482,Y,0.69444,Rapido-2,100,1200,900,25*30,11.00,2448.64,11.11,A1605-25090125-1D,N,48.21,48.63,0.43,0.20,26.81,26.77,-0.04,-37.90,-38.44,-0.54,,46.84,0.17,,304.85,-0.22,0.34,1033,0.582,1681,0.3,1580,0.0046,1690,0.00315,無,0,無,0,無,0
F9302-25123721,F9302-25123721,GY,3,SW-80216C0,Y,1.04167,Rapido-2,200,1250,1000,35*40,61.00,461.59,7.32,A1605-25070105-2A,N,47.39,47.10,-0.29,-0.14,2.39,2.59,0.20,6.17,6.00,-0.16,,6.54,-0.07,,66.64,-0.39,0.42,1565,0.19691,1430,0.1813,1142,0.148,1722,0.0174,無,0,無,0,無,0
F9302-25123753,F9302-25123753,BR,4,SCK-4514,N,0.69444,Rapido-2,50,1200,950,35*30(2025/12/23),8.50,3530.24,10.00,A1605-25090074-4A,N,47.31,45.70,-1.61,-0.76,21.19,21.95,0.76,27.99,26.36,-1.63,,34.30,-0.37,,50.21,-1.98,2.15,1391,0.555,1142,0.475,1576,0.095,1722,0.037,無,0,無,0,無,0
F9302-25123755,F9302-25123755,PU,6,SW-80352C01,Y,0.69444,Rapido-2,400,1250,1000,25*30(2025/11/27),49.00,955.16,10.53,A1605-25030051-1A,Y,25.02,25.54,0.52,0.37,17.58,16.90,-0.68,-2.54,-3.14,-0.60,,17.19,-0.37,,349.47,-0.62,0.81,1384,1.665,1383,1.08,1578,0.50544,1191,0.34,無,0,無,0,無,0
F9302-25123772,F9302-25123772,GY,2,SCK-3230,N,1.66667,Rapido-2,200,1050,850,25*20,167.00,125.98,11.76,1711131-1A,N,32.95,32.30,-0.65,-0.38,-0.86,-0.78,0.08,-1.88,-2.10,-0.22,,2.24,0.23,,249.64,0.21,0.49,1576,0.73645,1724,0.54,1430,0.044,無,0,無,0,無,0,無,0
F9302-25123792,F9302-25123792,BK,3,SK-1288,N,2.08333,Rapido-1,600,1250,1000,40*30,70.00,244.87,4.50,A1605-24090006-1G,N,15.83,15.65,-0.18,-0.17,0.24,0.27,0.02,-0.05,-0.20,-0.14,,0.33,0.13,,323.48,-0.18,0.28,1862,3.335,1142,0.5405,1430,0.517,無,0,無,0,無,0,無,0
F9302-25123802,F9302-25123802,BL,3,SCK-4482,Y,0.69444,Rapido-2,100,1200,900,25*30(2525/12/23),10.50,1981.90,11.11,A1605-25090125-2B,N,49.33,49.46,0.13,0.06,5.19,5.36,0.17,-32.92,-32.64,0.28,,33.08,-0.12,,279.32,0.17,0.22,1681,0.29,1580,0.26,1191,0.0105,1690,0.00315,無,0,無,0,無,0
F9302-25123811,F9302-25123811,BR,3,SK-1008C0,N,0.83333,Conveyor-1,300,1200,950,25*20,451.00,69.83,7.50,A1605-25070177-1A,N,50.34,49.46,-0.88,-0.40,1.75,2.08,0.32,8.09,8.35,0.26,,8.60,0.29,,76.03,-0.39,0.63,1565,0.245,1391,0.192,1191,0.182,1201,0.042,無,0,無,0,無,0
F9302-25123814,F9302-25123814,BR,6,SW-80352C01,Y,0.69444,Rapido-2,50,1200,950,25*30(2025/11/27),6.00,3675.00,18.75,A1605-25030051-3A,N,44.84,44.67,-0.17,-0.08,16.29,16.09,-0.20,37.13,37.22,0.08,,40.55,0.00,,66.62,0.21,0.23,1724,1.18,1191,0.885,1430,0.14,1565,0.1,無,0,無,0,無,0
F9302-25123816,F9302-25123816,OL,5,SCK-4489,N,0.52083,Conveyor-1,300,80,260,140,391.00,52.77,6.25,A1605-25030076-7A,N,30.54,30.18,-0.36,-0.22,-2.23,-2.51,-0.28,13.90,13.75,-0.15,,13.98,-0.07,,100.33,0.33,0.40,1565,0.8632,1142,0.5096,1201,0.43857,1430,0.23,無,0,無,0,無,0
F9302-25123825,F9302-25123825,OL,2,SCK-4482,Y,0.69444,Rapido-2,50,1200,900,25*30(2525/12/23),9.50,1574.00,8.33,A1605-25090125-4A,N,59.44,59.88,0.44,0.18,-5.20,-5.29,-0.09,23.73,22.26,-1.46,,22.88,-0.77,,103.37,0.35,0.87,1142,0.252,1567,0.106,1391,0.098,1580,0.012,無,0,無,0,無,0
F9302-25123833,F9302-25123833,OL,4,SCK-3928,N,1.04167,Rapido-2,100,1300,1050,35*30,12.00,1574.83,7.50,A1605-25120021-1C,N,36.81,34.95,-1.86,-1.01,-1.42,-1.40,0.02,10.57,9.64,-0.93,,9.74,-0.75,,98.27,0.14,1.27,1565,0.7,1142,0.4,1430,0.3,1201,0.2,無,0,無,0,無,0
F9302-25123892,F9302-25123892,WH,1,SCK-4482,Y,0.69444,Rapido-2,50,1200,900,25*30(2525/12/23),9.50,1377.79,11.11,A1605-25090125-3A,N,90.49,91.25,0.76,0.27,0.38,1.57,1.19,5.69,4.52,-1.17,,4.79,-0.94,,70.82,-1.92,2.16,1310,0.0038,1111,0.0026,1510,0.0008,無,0,無,0,無,0,無,0
F9302-25123909,F9302-25123909,OL,2,SCK-3724,Y,0.69444,Rapido-2,50,1100,800,30*40,10.50,1306.86,10.53,A1605-25120043-1A,N,62.45,62.52,0.07,0.03,-8.77,-8.80,-0.03,3.28,3.09,-0.20,,9.33,-0.03,,160.67,0.22,0.22,1576,0.153,1191,0.062,1201,0.0132,無,0,無,0,無,0,無,0
F9302-25123916,F9302-25123916,GY,2,SCK-3724,Y,0.69444,Rapido-2,50,1200,900,30*30,11.50,1112.96,10.53,A1605-25120039-4A,N,57.40,57.31,-0.10,-0.04,-0.74,-0.82,-0.08,-0.83,-1.45,-0.62,,1.67,0.79,,240.35,0.41,0.89,1565,0.24,1724,0.209,1391,0.0435,無,0,無,0,無,0,無,0
F9302-25123928,F9302-25123928,BK,7,SW-80347C0,Y,1.04167,Rapido-2,400,1400,1000,45*40,47.50,617.60,5.11,A1605-25050137-1C,N,16.92,16.61,-0.32,-0.30,-0.94,-0.84,0.10,-4.13,-3.57,0.56,,3.67,-0.63,,256.84,-0.03,0.70,1862,2.444,1578,1.3,1191,0.198,1391,0.076,無,0,無,0,無,0
F9302-25123942,F9302-25123942,BL,7,SCK-4482,Y,0.69444,Rapido-2,100,1200,900,25*30(2525/12/23),11.00,2612.55,11.11,A1605-25090159-2C,N,31.99,30.16,-1.83,-1.09,11.63,12.17,0.54,-44.84,-45.42,-0.58,,47.02,0.28,,285.00,0.26,1.16,1568,2.1,1584,1.23,1681,0.81,1640,0.118,無,0,無,0,無,0
F9302-25123960,F9302-25123960,PU,3,SCK-3724,Y,0.69444,Rapido-2,100,1200,900,30*30,11.50,1425.04,10.53,A1605-25120043-2A,N,50.35,50.04,-0.31,-0.14,5.38,5.64,0.25,-33.20,-32.54,0.67,,33.02,-0.29,,279.83,0.30,0.44,1681,0.293,1580,0.265,1191,0.0103,1690,0.0025,無,0,無,0,無,0
F9302-25123961,F9302-25123961,BK,6,SCK-4489,N,0.52083,Conveyor-1,300,85,270,140,498.00,46.11,4.17,A1605-25030076-12B,N,15.27,15.52,0.26,0.25,0.46,0.41,-0.05,-1.07,-1.18,-0.11,,1.25,0.12,,289.21,-0.13,0.30,1862,2.55,1391,0.714,1191,0.4,無,0,無,0,無,0,無,0
F9302-25123963,F9302-25123963,BL,6,SK-1263C6,N,0.69444,Rapido-2,800,1250,1000,30*30,77.50,235.91,6.02,A1605-25120062-1A,N,32.48,33.18,0.71,0.42,7.71,7.39,-0.32,-39.25,-39.23,0.02,,39.92,-0.03,,280.67,-0.24,0.48,1565,0.95,1374,0.617,1576,0.115,無,0,無,0,無,0,無,0
F9302-25123970,F9302-25123970,GY,5,SCK-4370AM,N,0.90278,Rapido-2,100,1200,950,30*30,14.50,1608.90,10.00,A1605-25120118-4A,N,30.60,30.30,-0.30,-0.18,-2.69,-2.68,0.02,5.44,4.81,-0.63,,5.50,-0.57,,119.11,0.34,0.69,1593,1,1722,0.7,1142,0.25,1588,0.2,無,0,無,0,無,0
F9302-25123971,F9302-25123971,NB,5,SCK-4370AM,N,0.90278,Rapido-2,100,1200,950,30*30,14.00,1834.29,10.00,A1605-25120118-1A,N,25.88,26.13,0.25,0.17,-0.72,-0.82,-0.10,-22.97,-23.26,-0.29,,23.27,0.16,,267.98,-0.09,0.26,1578,1.552,1576,0.7275,1191,0.04656,無,0,無,0,無,0,無,0
F9302-25123972,F9302-25123972,CO,7,SW-80216C0,Y,1.04167,Rapido-2,200,1250,1000,35*30,61.00,433.13,7.32,A1605-25090079-1A,N,24.42,23.94,-0.49,-0.35,8.09,7.69,-0.39,0.72,0.64,-0.08,,7.72,-0.36,,4.74,-0.06,0.51,1383,1.92,1576,1.2,1191,0.485,1722,0.3,無,0,無,0,無,0
F9302-25123973,F9302-25123973,GY,1,SCK-3724,Y,0.69444,Rapido-2,50,1200,900,30*30,10.50,1262.19,10.53,A1605-25120043-4A,N,80.19,79.92,-0.27,-0.10,-1.51,-1.51,0.00,0.08,-0.25,-0.32,,1.53,0.02,,189.23,0.44,0.45,1310,0.0202,1510,0.02,1111,0.0162,無,0,無,0,無,0,無,0
F9302-25123974,F9302-25123974,KH,2,SCK-3724,Y,0.69444,Rapido-2,50,1200,900,30*30,15.00,781.80,10.53,A1605-25120044-3A,N,70.86,70.79,-0.08,-0.03,2.01,1.52,-0.49,10.15,9.47,-0.68,,9.59,-0.62,,80.91,0.54,0.82,1111,0.135,1310,0.1,1510,0.04,無,0,無,0,無,0,無,0
F9302-25123994,F9302-25123994,GY,4,SCK-3724,Y,0.69444,Rapido-2,100,1200,900,30*30,11.50,1399.91,10.53,A1605-25120039-2A,N,31.96,31.65,-0.31,-0.19,0.30,0.38,0.07,-1.38,-1.31,0.07,,1.36,-0.07,,285.99,0.12,0.23,1576,1.41,1201,0.35,1391,0.335,1191,0.26,無,0,無,0,無,0
F9302-25124039,F9302-25124039,PU,6,SW-80352C01,Y,0.69444,Rapido-2,400,1200,950,25*20(2025/11/27),60.00,357.72,6.74,A1605-25030051-1A,N,25.02,24.28,-0.74,-0.52,17.58,17.24,-0.34,-2.54,-2.28,0.27,,17.39,-0.24,,352.47,0.19,0.61,1384,1.887,1383,1.08,1578,0.49572,1191,0.34,無,0,無,0,無,0
F9302-25124049,F9302-25124049,GY,3,SCK-4160,N,1.04167,Rapido-1,600,1250,1000,40*30,77.25,227.02,4.52,A1605-25110117-1H,N,54.24,54.64,0.40,0.18,0.46,0.50,0.04,-0.04,-0.20,-0.16,,0.54,0.12,,337.79,-0.22,0.31,1565,0.17,1391,0.0795,1191,0.0535,1722,0.0294,無,0,無,0,無,0
F9302-25124053,F9302-25124053,BR,3,SCK-4186,N,1.04167,Rapido-2,50,1250,1000,30*30,10.50,1908.29,8.33,A1605-25040072-4A,N,47.32,47.71,0.39,0.18,8.55,9.29,0.74,3.95,3.50,-0.45,,9.93,0.43,,20.64,-0.99,1.10,1360,0.265,1576,0.22,1142,0.12,無,0,無,0,無,0,無,0
F9302-25124057,F9302-25124057,BK,6,SCK-4489,N,0.52083,Conveyor-1,300,85,270,140,481.00,52.13,4.24,A1605-25030076-12B,N,15.27,15.56,0.30,0.29,0.46,0.49,0.03,-1.07,-1.19,-0.12,,1.28,0.16,,292.40,-0.03,0.33,1862,2.55,1391,0.714,1191,0.4,無,0,無,0,無,0,無,0
